nocontrat;exposition;zone;puissance;agevehicule;ageconducteur;bonus;marque;carburant;densite;region;nbre;no;garantie;cout
1002414;0.71;F;4;1;28;83;12;E;11;3;2;22237;2DO;1700.91
1002433;0.7;A;4;1;27;68;12;E;26;7;1;22713;2DO;481.36
1002473;0.56;C;4;2;31;85;12;E;73;3;1;6451;2DO;1622.41
1002524;0.3;E;7;9;34;76;1;E;11;5;1;3136;3VI;2256.24
1002549;0.28;D;7;4;50;50;12;E;82;13;1;20157;1RC;0
1002745;0.28;D;4;1;54;50;12;E;82;13;2;19803;2DO;0
1002745;0.28;D;4;1;54;50;12;E;82;13;2;19814;1RC;405.63
1002870;0.71;D;4;1;49;50;12;E;91;13;1;8838;4BG;90.24
1003753;0.96;C;5;1;57;60;12;E;93;9;1;22016;2DO;419.29
1004111;0.64;B;11;7;42;80;1;E;82;4;1;12541;4BG;390.04
1004176;0.19;A;5;1;37;50;12;E;94;13;2;5301;4BG;182.94
1004176;0.19;A;5;1;37;50;12;E;94;13;2;19092;2DO;2050.68
1004555;0.36;E;5;1;79;50;12;E;93;13;1;19014;2DO;144.77
1004626;0.36;E;7;1;39;50;12;D;11;13;2;20235;4BG;2121.55
1004801;0.63;D;4;1;62;125;12;E;93;-1;1;3157;2DO;1128
1004815;0.64;E;5;1;66;50;12;E;11;13;1;9773;1RC;81.6
1004836;0.63;C;5;1;47;50;12;E;93;13;2;1364;2DO;1570.15
1004836;0.63;C;5;1;47;50;12;E;93;13;2;15570;2DO;685.76
1005297;0.54;E;7;1;39;57;12;D;11;10;1;6033;2DO;387.98
1005389;0.54;C;10;1;27;85;1;D;82;3;3;11090;4BG;216.73
1005389;0.54;C;10;1;27;85;1;D;82;3;3;9795;2DO;2678.99
1005389;0.54;C;10;1;27;85;1;D;82;3;3;9806;1RC;1202.51
1005475;0.45;C;7;1;50;50;12;D;91;13;2;18318;1RC;36.25
1005475;0.45;C;7;1;50;50;12;D;91;13;2;18306;2DO;499.95
1005533;0.54;E;5;1;72;50;12;E;82;13;1;9411;4BG;449.13
1005698;0.54;E;5;1;34;90;12;E;26;2;1;5112;2DO;0
1005779;0.44;A;6;1;52;50;12;E;72;13;2;6651;4BG;1429.63
1005779;0.44;A;6;1;52;50;12;E;72;13;2;21750;2DO;188.81
1005918;0.54;C;6;4;43;50;12;E;31;13;1;3468;3VI;460.67
1006180;0.54;E;4;1;36;50;12;E;11;13;1;5679;2DO;0
1006322;0.35;E;6;3;24;90;2;E;11;2;1;3424;2DO;613.48
1006326;0.53;D;10;1;62;50;12;D;91;13;1;17725;2DO;15477.88
1006472;0.53;D;10;1;36;59;12;E;91;13;1;21079;2DO;129.1
1007419;0.61;E;6;1;39;50;12;D;11;13;1;1706;2DO;1128
1007653;0.61;C;5;1;54;64;12;E;93;8;3;2581;1RC;2437.43
1007653;0.61;C;5;1;54;64;12;E;93;8;3;2559;2DO;0
1007670;0.59;D;4;1;25;95;12;E;94;1;5;20468;2DO;10294.14
1007670;0.59;D;4;1;25;95;12;E;94;1;5;4516;5CO;8258.49
1007670;0.59;D;4;1;25;95;12;E;94;1;5;4528;2DO;331.07
1007670;0.59;D;4;1;25;95;12;E;94;1;5;21363;2DO;0
1007670;0.59;D;4;1;25;95;12;E;94;1;5;4539;1RC;1128
1007787;0.38;C;5;1;51;125;12;E;82;-1;1;13060;1RC;676.67
1007865;0.56;C;7;1;29;86;12;D;91;2;1;18969;4BG;415.56
1008293;0.29;D;5;1;70;50;12;E;11;13;1;11392;2DO;1597.45
1008414;0.29;B;7;1;51;76;12;D;94;5;1;8550;2DO;1006.19
1008423;0.7;C;7;6;47;95;13;D;21;1;1;19736;4BG;638.05
1008446;0.29;D;6;3;38;50;12;D;52;13;1;7556;4BG;1128.12
1008456;0.69;C;6;7;50;75;1;E;11;5;1;708;1RC;3604.6
1009389;0.32;E;5;1;28;80;12;E;31;4;1;20812;2DO;1128.12
1009513;0.78;A;6;3;27;72;4;D;22;6;2;1972;1RC;1371.23
1009513;0.78;A;6;3;27;72;4;D;22;6;2;1961;2DO;615.26
1009738;0.78;A;9;1;35;50;12;E;73;13;1;5646;3VI;40.96
1010754;0.13;C;9;1;54;50;12;E;82;13;2;10829;2DO;2529.76
1010754;0.13;C;9;1;54;50;12;E;82;13;2;12477;2DO;462.48
1010756;0.95;E;11;3;39;50;12;D;73;13;1;11748;4BG;495.79
1010874;0.5;C;9;0;39;80;12;E;93;4;1;1267;2DO;4997.03
1010884;0.95;D;5;0;27;100;12;E;31;0;1;21606;2DO;700.37
1011201;0.89;F;5;0;39;100;12;E;11;0;2;11297;2DO;1196.66
1011339;0.95;A;9;3;55;75;12;E;82;5;1;783;2DO;3723.52
1011411;1;C;7;4;63;85;4;E;11;3;3;18527;2DO;0
1011411;1;C;7;4;63;85;4;E;11;3;3;18540;1RC;1128.12
1011411;1;C;7;4;63;85;4;E;11;3;3;18551;1RC;2234.88
1011504;0.42;F;4;0;27;80;12;E;11;4;1;9442;2DO;7415.72
1011537;0.06;A;5;0;52;50;4;D;72;13;1;18395;2DO;390.84
1011546;0.98;F;6;2;55;50;12;D;11;13;1;11543;1RC;462.53
1011677;0.45;E;4;1;27;95;12;E;11;1;1;4338;4BG;117.75
1011785;0.92;D;11;0;34;54;12;D;73;11;6;7578;4BG;77.1
1011785;0.92;D;11;0;34;54;12;D;73;11;6;21783;4BG;84.75
1011785;0.92;D;11;0;34;54;12;D;73;11;6;3619;2DO;564
1011785;0.92;D;11;0;34;54;12;D;73;11;6;8428;1RC;494.21
1011785;0.92;D;11;0;34;54;12;D;73;11;6;14118;4BG;77.1
1011785;0.92;D;11;0;34;54;12;D;73;11;6;22027;4BG;373.79
1012008;0.66;E;10;0;32;60;12;E;11;9;1;6717;2DO;216.39
1012274;0.7;D;6;4;24;80;3;D;31;4;1;3864;4BG;1128
1012326;0.76;E;6;9;23;95;1;D;31;1;1;2006;1RC;0
1012499;0.62;E;10;0;27;95;12;E;11;1;1;2514;1RC;413.22
1012522;0.68;E;5;0;53;50;12;E;72;13;2;8262;2DO;1128.12
1012522;0.68;E;5;0;53;50;12;E;72;13;2;8273;1RC;1901.27
1012626;0.76;D;10;0;70;68;12;E;93;7;1;442;2DO;71.29
1012629;0.76;D;5;10;43;100;4;E;91;0;1;7335;1RC;97.8
1012794;0.48;A;4;0;26;72;12;E;72;6;1;1213;2DO;729.38
1012815;0.74;D;7;1;48;78;12;D;22;4;2;6484;2DO;1128
1012815;0.74;D;7;1;48;78;12;D;22;4;2;6495;1RC;0
1012862;0.73;E;5;0;50;60;12;E;11;9;1;3930;4BG;1064.09
1012867;0.72;D;6;4;35;50;2;D;31;13;2;148;2DO;417.52
1012867;0.72;D;6;4;35;50;2;D;31;13;2;159;1RC;508.93
1013451;0.53;E;4;0;57;50;12;E;72;13;1;7920;2DO;328.28
1013571;0.64;E;5;0;57;72;12;E;11;6;1;7931;2DO;2761.5
1013626;0.24;C;6;1;24;95;12;D;43;1;3;4019;2DO;9702.09
1013626;0.24;C;6;1;24;95;12;D;43;1;3;2592;2DO;1128.12
1013626;0.24;C;6;1;24;95;12;D;43;1;3;4030;1RC;1128.12
1013718;0.27;A;7;0;63;50;12;D;82;13;1;5546;1RC;1128
1013722;0.62;D;10;10;31;57;12;E;11;10;2;11458;1RC;538.9
1013722;0.62;D;10;10;31;57;12;E;11;10;2;11447;2DO;519.1
1013771;0.59;D;4;0;34;64;12;E;52;8;1;10616;4BG;77.11
1013965;0.12;C;7;1;61;50;12;D;24;13;1;9858;4BG;1128
1013992;0.47;D;7;0;36;50;12;D;93;13;2;5701;1RC;627.98
1013992;0.47;D;7;0;36;50;12;D;93;13;2;6862;4BG;0
1014067;0.4;C;7;0;32;76;12;E;82;5;2;12350;1RC;0
1014067;0.4;C;7;0;32;76;12;E;82;5;2;12340;2DO;710.63
1014190;0.46;C;7;0;29;80;12;D;53;4;1;10153;4BG;1257.72
1014782;0.05;E;4;0;38;76;12;E;73;5;1;3730;2DO;491.45
1015335;0.34;D;6;0;36;76;12;E;72;5;1;7014;4BG;344.31
1015447;0.31;D;6;0;38;64;12;E;72;8;1;9902;2DO;635.81
1015592;0.27;D;7;0;47;50;12;D;73;13;1;12124;4BG;0
1015660;0.26;E;7;0;43;50;12;D;82;13;2;11025;2DO;556.14
1015660;0.26;E;7;0;43;50;12;D;82;13;2;11036;1RC;83.67
1015978;0.1;E;6;0;41;74;12;E;11;5;1;12710;2DO;1151.74
1016320;0.09;E;10;0;45;50;12;E;91;13;1;10980;2DO;2056.34
1016579;0.03;F;6;3;30;100;12;E;11;0;1;13402;2DO;1078.34
1016910;1;C;7;5;54;50;2;D;24;13;2;40120;2DO;262.08
1016910;1;C;7;5;54;50;2;D;24;13;2;40382;2DO;225.11
1016986;1;C;8;10;46;55;14;D;82;13;1;39299;4BG;957.51
1017360;1;B;7;5;59;50;1;E;24;13;1;36024;2DO;269.19
1017489;0.54;B;5;0;49;50;2;D;24;13;1;49387;4BG;456.7
1017896;0.53;C;5;8;62;50;1;D;24;13;1;31471;2DO;732.97
1018368;0.5;B;5;5;80;50;3;D;24;13;2;39522;2DO;1128
1018368;0.5;B;5;5;80;50;3;D;24;13;2;39521;1RC;1144.54
1018614;1;C;9;8;83;50;2;E;24;13;1;37281;2DO;61.63
1018657;1;D;7;11;50;50;1;E;24;13;1;35501;2DO;321.75
1018687;1;C;6;1;54;50;4;D;24;13;1;43942;4BG;0
1018864;0.39;B;8;14;54;50;13;D;24;13;1;44676;1RC;1128.12
1019342;1;C;4;7;76;58;2;E;53;13;2;35711;1RC;0
1019342;1;C;4;7;76;58;2;E;53;13;2;35712;2DO;229.41
1019344;1;C;6;3;81;50;2;E;53;13;1;50029;2DO;4370.15
1019391;0.87;B;7;5;48;50;1;E;24;13;1;39903;2DO;18987.88
1019646;0.25;A;7;0;43;56;2;D;24;13;2;36567;2DO;14879.09
1019646;0.25;A;7;0;43;56;2;D;24;13;2;36566;1RC;16334.36
1019732;1;A;12;13;46;62;3;E;24;13;1;45760;1RC;0
1020045;0.52;C;7;2;66;50;1;E;24;13;1;49015;1RC;1153.85
1020130;1;B;7;5;74;50;2;D;24;13;1;36186;3VI;113.5
1020376;1;C;10;11;59;50;2;D;24;13;1;37334;4BG;192.27
1021648;1;B;5;3;74;50;2;E;24;13;1;47374;2DO;220.22
1021740;0.11;C;6;0;67;50;2;D;24;13;1;46299;1RC;1043.65
1021813;1;D;5;5;69;50;2;E;52;13;1;41758;1RC;3552.94
1021870;1;A;6;7;42;50;2;D;24;13;2;44078;3VI;231.87
1021870;1;A;6;7;42;50;2;D;24;13;2;44077;2DO;15.4
1022186;1;A;9;5;65;50;2;E;24;13;2;33849;1RC;148.84
1022265;1;B;5;9;68;50;1;E;24;13;1;37274;2DO;290.46
1022577;1;C;4;16;73;50;2;E;53;13;1;35165;4BG;1128.12
1023039;0.21;E;4;11;51;50;2;E;11;13;1;44991;1RC;446.08
1023220;0.13;E;8;5;59;50;10;D;82;13;1;35135;4BG;1953.45
1023377;0.67;D;6;1;32;64;4;D;24;8;2;48468;2DO;1128.12
1023377;0.67;D;6;1;32;64;4;D;24;8;2;48467;1RC;4314
1023399;1;D;6;6;37;50;1;D;24;13;1;48520;1RC;705.08
1023428;1;C;6;5;51;50;5;D;24;13;1;48458;3VI;99.55
1023693;0.47;F;6;12;51;50;1;E;11;13;1;35512;1RC;107.24
1023737;0.54;A;7;6;54;50;11;E;24;13;2;35541;4BG;314.62
1023737;0.54;A;7;6;54;50;11;E;24;13;2;35557;3VI;1128
1023979;0.85;B;8;12;48;50;1;D;53;13;3;36918;1RC;715.51
1023979;0.85;B;8;12;48;50;1;D;53;13;3;36809;2DO;0
1023979;0.85;B;8;12;48;50;1;D;53;13;3;36919;2DO;365.88
1024175;0.96;F;6;2;37;54;1;E;11;11;3;36853;3VI;127.09
1024175;0.96;F;6;2;37;54;1;E;11;11;3;37034;4BG;58.98
1024175;0.96;F;6;2;37;54;1;E;11;11;3;36854;4BG;0
1024602;1;E;6;14;57;67;2;D;11;7;1;38808;1RC;919.33
1024870;0.69;B;7;14;39;50;2;D;24;13;1;49431;1RC;80.38
1024973;1;D;7;15;22;50;2;D;24;13;3;49323;4BG;122.36
1024973;1;D;7;15;22;50;2;D;24;13;3;49523;4BG;624.28
1024973;1;D;7;15;22;50;2;D;24;13;3;49444;2DO;274.25
1025052;1;B;6;6;30;67;2;D;24;7;1;49366;4BG;116.59
1025249;0.33;B;6;10;28;50;2;E;24;13;1;49485;1RC;199.74
1025574;0.57;A;4;6;23;76;2;D;24;5;1;49290;4BG;273.33
1025905;1;C;6;4;51;50;5;D;74;13;1;47413;4BG;602.88
1026160;1;B;6;7;47;50;1;E;52;13;1;31754;3VI;129.22
1026980;0.24;C;9;15;31;57;13;E;52;10;1;40796;1RC;347.01
1026999;1;B;8;1;55;50;13;D;52;13;1;40871;4BG;73.3
1027128;1;A;5;5;32;50;3;D;24;13;1;47074;1RC;327.57
1027351;1;A;4;6;37;57;2;E;24;10;2;47112;2DO;-486.65
1027351;1;A;4;6;37;57;2;E;24;10;2;47124;1RC;343
1027440;1;D;6;4;28;80;5;E;24;4;1;47096;4BG;296.87
1027498;0.67;C;6;8;21;100;2;D;24;0;1;47104;4BG;1128
1027663;1;A;4;10;20;118;2;E;24;-1;1;41885;1RC;939.22
1028231;1;C;10;9;34;50;12;D;24;13;1;37287;1RC;564
1028242;1;A;9;11;46;50;13;E;74;13;2;37355;1RC;537.2
1028242;1;A;9;11;46;50;13;E;74;13;2;37315;4BG;63.66
1028791;0.45;E;9;15;33;80;2;D;93;4;1;41592;1RC;283.58
1028976;0.34;A;7;15;31;76;1;E;24;5;1;41715;4BG;618.54
1029084;0.56;A;9;20;42;50;3;E;24;13;2;41742;4BG;133.65
1029084;0.56;A;9;20;42;50;3;E;24;13;2;41741;2DO;71.62
1029881;1;D;4;4;41;50;1;E;53;13;3;45482;4BG;309.12
1029881;1;D;4;4;41;50;1;E;53;13;3;45522;3VI;0
1029881;1;D;4;4;41;50;1;E;53;13;3;45450;3VI;55.83
1030326;0.5;B;6;7;27;57;2;D;53;10;2;45415;1RC;203.78
1030788;1;A;4;6;31;51;2;D;24;12;1;47308;4BG;614.15
1030931;1;B;5;4;27;57;3;D;24;10;1;47157;3VI;1402.19
1031397;1;C;6;2;48;50;3;E;26;13;1;36703;1RC;87.87
1031495;0.51;B;11;15;30;50;1;E;26;13;1;36613;1RC;290.2
1031541;1;A;6;5;34;50;2;E;24;13;1;36348;1RC;0
1031795;0.79;B;7;14;28;60;2;E;26;9;1;36655;4BG;176.2
1031868;1;A;6;7;31;118;2;D;26;-1;2;36499;4BG;1165.38
1031868;1;A;6;7;31;118;2;D;26;-1;2;36498;1RC;204.37
1032212;0.55;B;7;1;27;60;1;E;24;9;1;46514;4BG;113.76
1032323;1;A;5;9;69;50;2;D;24;13;1;46613;4BG;93.04
1032611;0.37;C;4;4;39;60;1;E;54;9;2;43856;4BG;0
1032611;0.37;C;4;4;39;60;1;E;54;9;2;43855;3VI;0
1032812;1;B;8;3;53;62;1;D;24;13;2;43993;2DO;1128.12
1033121;0.42;F;7;4;35;73;1;E;11;5;1;44063;1RC;78.61
1033642;1;A;5;7;57;50;2;D;54;13;1;40050;1RC;724.83
1034147;0.72;A;6;4;76;50;2;D;54;13;1;48092;2DO;957.18
1034705;1;C;6;7;33;64;1;D;24;8;1;33687;2DO;170.7
1034886;1;B;5;15;47;50;4;E;24;13;2;33579;4BG;68.01
1034886;1;B;5;15;47;50;4;E;24;13;2;33576;4BG;2077.78
1034893;0.8;E;5;6;40;50;1;E;31;13;2;33695;2DO;1128
1034893;0.8;E;5;6;40;50;1;E;31;13;2;33694;1RC;3050.25
1035070;0.58;C;14;4;46;52;11;E;82;13;1;32310;1RC;794.89
1035208;1;C;4;1;45;50;6;E;82;13;1;32450;1RC;2162.25
1035261;1;E;7;7;28;50;11;D;82;13;3;32351;2DO;0
1035261;1;E;7;7;28;50;11;D;82;13;3;32353;3VI;741.56
1035448;1;E;5;4;51;50;1;E;82;13;2;46725;1RC;153.74
1035448;1;E;5;4;51;50;1;E;82;13;2;46769;1RC;2636.46
1035689;0.86;D;5;7;30;68;3;D;82;7;3;46823;1RC;236
1035689;0.86;D;5;7;30;68;3;D;82;7;3;46827;4BG;1001.53
1035689;0.86;D;5;7;30;68;3;D;82;7;3;46784;1RC;617.31
1035871;0.39;D;7;9;49;50;3;E;82;13;2;46792;2DO;85.59
1035871;0.39;D;7;9;49;50;3;E;82;13;2;46826;4BG;1500
1035891;0.44;D;6;6;52;58;2;E;82;13;4;46874;5CO;0
1035891;0.44;D;6;6;52;58;2;E;82;13;4;46871;2DO;1129.84
1035891;0.44;D;6;6;52;58;2;E;82;13;4;46872;3VI;4790.2
1035935;1;E;5;4;27;60;2;E;24;9;1;44146;1RC;61.99
1035958;1;B;5;7;45;50;1;E;24;13;1;44239;1RC;1344.34
1036075;0.71;D;6;9;25;95;1;E;24;1;1;44206;1RC;266.93
1036322;1;E;7;2;49;50;1;D;24;13;2;44664;3VI;343.77
1036322;1;E;7;2;49;50;1;D;24;13;2;44663;2DO;141.81
1036483;0.68;C;9;8;46;50;3;E;93;13;2;44274;4BG;281.66
1036483;0.68;C;9;8;46;50;3;E;93;13;2;44418;4BG;263.12
1036618;0.3;C;10;8;26;54;4;E;93;11;1;44345;4BG;258.72
1036863;0.48;E;7;0;24;50;3;D;24;13;4;44675;3VI;0
1036863;0.48;E;7;0;24;50;3;D;24;13;4;44620;1RC;0
1036863;0.48;E;7;0;24;50;3;D;24;13;4;44622;3VI;377.28
1036863;0.48;E;7;0;24;50;3;D;24;13;4;44621;2DO;178.95
1036932;0.31;E;7;6;23;85;3;E;24;3;1;44457;4BG;1128.12
1036938;0.66;E;9;10;30;95;2;E;24;1;1;44292;1RC;86.16
1037040;1;D;4;15;26;76;1;E;24;5;1;44532;4BG;1846.11
1037045;0.46;A;5;0;46;77;2;D;24;4;2;44302;2DO;68.98
1037045;0.46;A;5;0;46;77;2;D;24;4;2;44375;1RC;21.44
1037056;0.49;D;9;2;38;50;12;E;24;13;2;44278;2DO;224.33
1037056;0.49;D;9;2;38;50;12;E;24;13;2;44277;1RC;156.44
1037505;1;C;5;9;37;72;2;D;41;6;1;37728;4BG;1128
1037644;1;D;9;12;73;50;1;E;41;13;2;37725;1RC;618.63
1037644;1;D;9;12;73;50;1;E;41;13;2;37726;2DO;232.19
1037708;1;B;5;8;56;50;2;D;24;13;1;31440;4BG;364.94
1037868;1;C;5;7;48;50;5;D;24;13;1;31467;4BG;1128.12
1038038;1;C;7;11;26;106;2;E;24;-1;1;31477;1RC;101.74
1038338;1;B;6;4;63;60;1;D;24;9;1;39359;4BG;303.3
1038352;0.75;A;6;5;29;80;2;D;24;4;1;39357;4BG;273.61
1038493;0.83;C;7;4;60;50;2;D;24;13;1;39476;4BG;196.37
1038629;1;A;11;10;31;62;1;D;24;13;1;39514;4BG;0
1039085;1;C;4;13;37;50;2;E;24;13;1;42074;1RC;365.44
1039230;1;A;6;7;41;50;1;D;24;13;1;42111;4BG;22.37
1039919;0.22;E;13;2;53;50;10;D;11;13;1;45135;1RC;0
1039933;1;F;5;7;49;50;1;E;11;13;1;45180;2DO;2256
1039999;0.99;F;7;7;62;125;5;E;11;-1;1;45001;1RC;233.54
1040175;1;B;6;11;33;50;1;D;82;13;1;47980;4BG;460.85
1040717;0.47;C;5;2;35;50;2;D;82;13;1;39028;3VI;379.42
1040765;1;D;7;20;85;54;12;E;93;11;1;39000;4BG;318.56
1040807;0.17;D;6;3;27;100;5;E;82;0;2;38958;1RC;5146.39
1040807;0.17;D;6;3;27;100;5;E;82;0;2;38959;2DO;304.9
1040954;0.95;C;5;2;22;112;1;D;82;-1;1;38955;1RC;1128.12
1041245;1;A;4;6;26;100;2;E;24;0;2;32971;1RC;2328.12
1041245;1;A;4;6;26;100;2;E;24;0;2;32972;2DO;106.49
1041374;0.69;B;10;5;40;54;5;E;25;11;1;32786;4BG;1373.24
1041406;1;A;6;11;42;66;1;D;25;7;2;32979;1RC;468.13
1041406;1;A;6;11;42;66;1;D;25;7;2;33068;4BG;1128.12
1041410;0.74;E;6;13;32;100;1;D;25;0;1;32983;1RC;1908.59
1041554;1;C;5;4;51;50;2;D;25;13;1;38003;2DO;5567.13
1041665;0.36;D;5;3;25;95;2;E;25;1;1;37926;2DO;-562.03
1041752;1;D;4;2;64;50;1;E;25;13;1;37998;1RC;942.43
1041900;1;B;6;4;54;52;2;D;53;13;2;42590;2DO;1128.12
1041900;1;B;6;4;54;52;2;D;53;13;2;42589;1RC;216.8
1042392;1;E;5;12;28;64;3;E;52;8;1;35309;1RC;1128.12
1042603;1;C;4;1;52;95;2;D;24;1;1;48947;1RC;111.14
1042855;1;A;4;10;39;50;3;D;24;13;1;48980;4BG;65.27
1042989;1;A;7;1;38;50;10;D;24;13;1;49003;2DO;74.56
1043179;1;D;8;4;51;50;12;D;24;13;2;37076;1RC;523.92
1043179;1;D;8;4;51;50;12;D;24;13;2;37151;4BG;900.58
1043267;0.24;D;14;9;27;85;3;E;24;3;2;37101;1RC;320.76
1043267;0.24;D;14;9;27;85;3;E;24;3;2;37100;4BG;266.73
1043497;1;C;10;2;55;58;3;D;24;13;1;37107;4BG;53.19
1043724;1;F;6;9;48;50;1;D;11;13;1;41976;1RC;0.01
1043837;0.1;A;9;21;52;50;1;E;25;13;1;41960;1RC;1128.12
1043852;0.93;A;5;11;55;50;1;E;24;13;1;41983;1RC;441.91
1044077;1;D;7;12;42;50;11;E;24;13;1;33892;1RC;427.12
1044093;0.43;D;7;10;26;80;3;E;24;4;1;33887;4BG;383.26
1044396;1;C;7;11;47;85;3;E;24;3;1;33889;4BG;79.02
1044411;1;C;5;3;25;60;1;D;24;9;1;33922;4BG;5557.7
1044522;0.44;E;6;6;53;50;2;D;82;13;2;38528;1RC;6227.24
1044522;0.44;E;6;6;53;50;2;D;82;13;2;38529;2DO;1128
1044727;0.26;E;4;11;42;50;2;E;82;13;1;38566;1RC;0
1045042;1;E;6;3;76;50;1;E;82;13;2;41076;4BG;832.7
1045042;1;E;6;3;76;50;1;E;82;13;2;41075;3VI;185.98
1045323;1;E;12;21;62;50;10;E;82;13;2;40959;1RC;934.09
1045323;1;E;12;21;62;50;10;E;82;13;2;40980;4BG;1215.06
1045564;0.32;D;7;4;31;51;2;D;41;12;1;37564;2DO;381.16
1045800;1;D;5;4;68;50;6;E;41;13;1;37597;4BG;299.18
1046551;1;B;6;3;80;50;2;D;24;13;1;34600;1RC;1128.12
1046822;1;B;5;7;24;100;4;E;24;0;2;34558;1RC;1524.12
1046822;1;B;5;7;24;100;4;E;24;0;2;34559;2DO;8262.06
1046933;0.61;A;6;3;33;88;2;D;24;2;2;34614;2DO;1128.12
1046933;0.61;A;6;3;33;88;2;D;24;2;2;34613;1RC;1220.79
1046935;1;A;11;2;44;50;12;D;24;13;2;34681;2DO;781.51
1046935;1;A;11;2;44;50;12;D;24;13;2;34676;2DO;1361.26
1047036;1;C;4;3;22;80;1;E;24;4;1;47707;2DO;449.67
1047225;0.74;C;6;2;47;50;4;D;24;13;1;47706;4BG;92.08
1047387;1;C;5;17;34;50;1;E;24;13;2;34072;1RC;302.01
1047510;1;C;7;1;77;50;3;D;24;13;1;34048;4BG;23043.74
1047629;1;E;8;5;25;57;2;D;82;10;1;41505;1RC;394.12
1047722;1;C;6;2;33;58;3;D;82;13;1;41282;4BG;239.92
1047733;0.92;D;6;11;61;54;1;D;82;11;1;41433;4BG;128.67
1047773;1;E;6;10;79;57;6;E;82;10;1;41121;1RC;187.99
1047845;1;F;6;6;30;76;1;E;11;5;1;41364;4BG;0
1047938;1;E;4;7;39;67;2;E;82;7;2;41270;2DO;1128
1047938;1;E;4;7;39;67;2;E;82;7;2;41269;1RC;1128.12
1047995;0.84;B;7;18;44;50;1;E;52;13;1;43748;1RC;1128.12
1048093;0.43;D;7;19;38;76;1;E;54;5;1;43789;1RC;806.47
1048314;0.13;D;11;22;32;95;5;E;54;1;1;43823;4BG;2158.02
1048416;0.36;D;7;8;50;50;1;E;53;13;1;40586;3VI;257.75
1048943;0.41;E;6;14;29;108;5;E;52;-1;1;43035;1RC;457.35
1049053;0.8;E;6;7;43;68;1;D;52;7;2;43232;2DO;1208.14
1049053;0.8;E;6;7;43;68;1;D;52;7;2;43231;1RC;72.93
1049184;1;D;5;9;52;50;5;D;52;13;2;43228;2DO;1886.06
1049397;1;E;4;11;44;67;4;D;52;7;1;42949;1RC;552.48
1049412;0.07;C;9;13;49;50;1;E;52;13;3;42978;1RC;117.47
1049412;0.07;C;9;13;49;50;1;E;52;13;3;42982;1RC;54.7
1049412;0.07;C;9;13;49;50;1;E;52;13;3;42979;2DO;2798.75
1049417;1;D;6;4;35;50;1;D;52;13;2;43165;1RC;176.4
1049417;1;D;6;4;35;50;1;D;52;13;2;43166;2DO;1128.12
1049555;1;D;4;19;52;50;1;E;52;13;1;42981;1RC;597.18
1049654;1;D;5;4;49;50;2;D;53;13;1;43257;2DO;1081.71
1049695;0.49;B;7;9;44;50;2;D;52;13;1;43051;1RC;715.93
1049897;1;E;7;6;36;50;1;D;52;13;1;42879;2DO;197.52
1050354;1;D;7;5;51;64;1;D;52;8;1;43256;4BG;92.99
1050539;1;D;7;4;24;76;1;D;52;5;1;42748;4BG;1302.93
1050902;0.56;E;6;11;31;85;1;D;11;3;1;44880;1RC;183.81
1051045;1;D;7;12;40;72;1;E;11;6;1;44816;4BG;1230.72
1051212;0.85;E;5;13;23;118;2;D;11;-1;2;44889;1RC;144.86
1051212;0.85;E;5;13;23;118;2;D;11;-1;2;44828;4BG;493.66
1051386;1;D;7;2;53;50;11;D;11;13;1;44776;4BG;1128.12
1051514;0.75;C;5;4;43;57;3;D;11;10;6;44908;1RC;0
1051514;0.75;C;5;4;43;57;3;D;11;10;6;44904;1RC;1340.19
1051514;0.75;C;5;4;43;57;3;D;11;10;6;44826;3VI;467.94
1051514;0.75;C;5;4;43;57;3;D;11;10;6;44825;2DO;0
1051701;1;A;4;14;39;50;2;E;24;13;1;46070;1RC;449.2
1052129;0.95;B;8;3;38;52;1;D;24;13;1;45825;4BG;64.17
1052398;0.41;C;7;3;63;53;1;E;24;13;2;45781;4BG;435.81
1052981;0.99;D;5;2;27;54;2;E;24;11;1;45865;1RC;360.52
1053327;0.86;A;7;0;42;50;1;E;24;13;2;46072;4BG;80.04
1053327;0.86;A;7;0;42;50;1;E;24;13;2;46071;3VI;1128.12
1053474;0.72;B;7;20;29;64;1;D;24;8;1;45791;1RC;0
1053485;0.05;C;6;5;23;90;6;D;93;2;2;45731;2DO;4161.86
1053485;0.05;C;6;5;23;90;6;D;93;2;2;45732;3VI;135.56
1053701;1;A;8;8;55;50;2;D;24;13;1;36199;4BG;1622.66
1053790;1;B;6;1;67;50;2;D;24;13;1;36152;2DO;501.29
1053831;0.49;B;6;4;79;50;2;D;24;13;1;36281;2DO;4112.43
1053847;1;C;5;1;52;50;2;D;24;13;1;36040;2DO;0
1053951;0.91;C;4;12;52;50;6;E;24;13;1;36332;1RC;276.02
1054230;0.75;D;7;12;24;50;1;E;93;13;2;36119;4BG;0
1054230;0.75;D;7;12;24;50;1;E;93;13;2;36090;3VI;270.4
1054231;0.24;D;7;12;24;62;1;E;93;13;1;36293;4BG;75.94
1054376;1;B;7;6;27;72;3;E;24;6;1;36154;2DO;695.55
1054709;0.71;A;8;4;56;62;2;D;24;13;1;42523;2DO;0
1055008;1;C;4;3;36;64;2;E;24;8;1;42448;2DO;4288.43
1055078;0.78;A;6;1;32;73;1;D;52;5;1;42492;2DO;107.21
